Product ID,Picture URL,Description,Health Facts,Highlights
U59,https://media.ulta.com/i/ulta/2515554?w=78&h=78&fmt=auto,"Bumble and bumble Sunday Clarifying Shampoo is a weekly shampoo that lifts away product residue, excess oil, and built-up pollutants - those impurities that can give hair that end-of-week dullness and weigh down your look.","Cruelty Free, Sustainable Packaging Brand","Addresses scalp care, Deeply cleanses hair, Removes unwanted oil, Absorbs oil "
U60,https://media.ulta.com/i/ulta/2209090?w=78&h=78&fmt=auto,"Indulge your senses with the 3-in-1 shampoo, shower gel, and bubble bath from Philosophy. This award-winning formula offers a rich, foaming lather to cleanse and condition, leaving skin and hair feeling silky soft and imparts the scents you love from Philosophy.","Cruelty Free, Sustainable Packaging Brand, Give Back"," Award-winning multi-tasking formula, Leaves skin and hair soft and lightly scented, Gentle enough for everyday use"
U61,https://media.ulta.com/i/ulta/2622720?w=78&h=78&fmt=auto,"Kenra's Moisture Shampoo improves manageability and boosts hydration while revealing shiny and sleek looking hair. Leaves hair feeling nourished, soft and smooth without weighing hair down.","Vegan, Cruelty Free","Hair is 4x more resistant to breakage*, Boost hydration, Effortless detangling, Adds shine, Color safe, *against combing breakage on damaged hair when using Kenra Moisturizing Shampoo and Conditioner vs. a non-conditioning shampoo "
U63,https://media.ulta.com/i/ulta/2607917?w=78&h=78&fmt=auto,"Verb's Dry Shampoo Dark refreshes hair, extends style and boosts body. Powered by rice starch to absorb oil and odors, while cleansing hair, this formula is designed to disappear in darker hair colors and leave hair feeling clean. Now in a longer-lasting size.","Vegan, Cruelty Free","Aerosol formula for all-over application, Adds light volume, Disappears in dark hair tones "
U64,https://media.ulta.com/i/ulta/2595664?w=78&h=78&fmt=auto,"Turn up the volume on fine, flat hair for maximum movement and bounce with Virtue's Volumizing Full Shampoo.","Vegan, Cruelty Free","Cleans, Thickens, Volumizes, Dissolves excess oil., Lifts the roots., Plumps each strand for weightless, long-lasting body. Infused with Virtue's first-of-its-kind Alpha Keratin 60ku protein, Full Shampoo was specifically developed to add volume and density to fine, limp hair strands., This extraordinarily lightweight formula helps build volume from the inside out and will continue to improve the health of hair over time., PRODUCT AESTHETICS: A light, lacy lather that rinses clean without stripping or dehydrating hair., FRAGRANCE: A revitalizing citrus floral blend of leafy greens, flowers, and fruit, including white pear notes, stimulating spearmint leaf, and bright, lemon essential oils., IDEAL FOR:, All hair types looking for a boost in volume or density in strands. Especially great for fine, limp hair., All hair types looking for a boost in volume or density in strands. Especially great for fine, limp hair., Safe for color-treated and chemically treated hair., Safe for color-treated and chemically treated hair."
U65,https://media.ulta.com/i/ulta/2584266?w=78&h=78&fmt=auto,"SEEN Shampoo, Fragrance Free is gentle enough for daily use and promotes a healthy scalp for stronger, smoother, healthier hair. Formulated without sulfates, silicones, phthalates, parabens, dyes, pore-clogging oils, gluten, formaldehyde/formaldehyde releasers, or animal testing.","Vegan, Clean Ingredients, Cruelty Free, Sustainable Packaging Brand, Give Back","Healthier scalp and skin, and beautiful hair, Promotes scalp health, Promotes skin clarity, Smooths and strengthens hair Designed by a Harvard-trained Dermatologist, Award-Winning, Clean, Vegan, Cruelty-Free, All hair types, Color-safe/Keratin-safe, Clinically proven to be non-comedogenic (won't clog pores) and non-irritating, Formulated without fragrance, This product received the National Eczema Association's Seal of Acceptance. This means those with sensitive or eczema-prone skin can use fragrance free SEEN and enjoy happy, healthy skin and gorgeous hair!, SEEN is proven to reduce hair shedding by 44% in a Harvard clinical trial*, *Randomized, controlled clinical trial conducted by the Hair Loss Clinic at Harvard’s Mass General Hospital. Fragrance Free SEEN Shampoo and Conditioner used as a regimen for 6 months. Study included 29 patients with female pattern hair loss, including control patients."
U66,https://media.ulta.com/i/ulta/2162743?w=78&h=78&fmt=auto,"Sebastian Penetraitt Shampoo's active rescue system penetrates deep into the hair, guarding it from stress from past chemical treatments and heat damage.",,"Professional moisturizing shampoo, Reduces breakage, Great for chemically-treated hair, Active rescue system "
U67,https://media.ulta.com/i/ulta/2608473?w=78&h=78&fmt=auto,"Keranique Follicle Strengthening Volumizing Shampoo is designed especially for thinning hair to gently deep clean and stimulate the scalp while nourishing and rejuvenating the hair follicles. Thin, fine hair needs special care!",,"Retains shine, boosts body and volume, Protects against cuticle damage, Stimulates the scalp Rejuvenates hair follicles to keep hair fuller and thicker looking, Lightweight formula improves the effectiveness of scalp treatments, Clarifying formula removes buildup, Menthol increase oxygen delivery to the follicles to promote growth"
U68,https://media.ulta.com/i/ulta/2296948?w=78&h=78&fmt=auto,"Matrix Color Obsessed Shampoo for color care. Gently cleanness away dulling residue as it renews moisture and helps strengthen porous hair, protects against fading, and extends the life of color vibrancy. This clarifying shampoo also refreshes root lift and volumizes hair.",,"Protects against color fading, Helps strengthen porous hair, Extends the life of color vibrancy, Gently cleanses residue that dulls hair color and renews moisture Antioxidants to protect against environmental aggressors"
U69,https://media.ulta.com/i/ulta/2622433?w=78&h=78&fmt=auto,Kenra's Clarify Shampoo is a deep cleansing shampoo that helps remove damaging impurities and dulling deposits without leaving hair feeling dry. Use as a weekly reset to restore hair with natural looking radiance.,"Vegan, Cruelty Free","Removes damaging impurities and dulling deposits* including hard water, metal ions, minerals, pollutants and product buildup, Clarifies without leaving har deeling dry or stripped, Use as a weekly reset to restore hair with natural-looking radiance, Color safe, *laboratory tested using pollution particles "
U70,https://media.ulta.com/i/ulta/2105590?w=78&h=78&fmt=auto,L'ANZA Healing ColorCare Color-Preserving Shampoo provides maximum hair color protection. Helps remove dulling impurities while healing.,"Cruelty Free, Give Back","Sulfate-free formula keeps color lasting longer, Removes dulling impurities while healing, Extra gentle leaves hair color looking rich and vibrant, Professional salon products born in Southern California, L'ANZA products are developed & manufactured in the USA, L'ANZA maintains a green commitment by ensuring that all our products and actions support a healthy and sustainable Earth "
U71,https://media.ulta.com/i/ulta/2586590?w=78&h=78&fmt=auto,"Matrix A Curl Can Dream Shampoo is for curls and coils, infused with Manuka honey extract. A deep cleansing shampoo perfect for wash day to remove build up, while still preserving your pattern!",,"For curls and coils, Deep cleansing shampoo, Perfect for wash day to remove build up, Preserves curl pattern "
U72,https://media.ulta.com/i/ulta/2607915?w=78&h=78&fmt=auto,"Verb's Dry Shampoo Light refreshes hair, extends style and boosts body. Powered by rice starch to absorb oil and odors, while cleansing hair, this formula is designed to disappear in blonde colors and leave hair feeling clean. Now in a longer-lasting size.","Vegan, Cruelty Free","Aerosol formula for all-over application, Adds light volume, Purple-tinted formula neutralizes brass in blonde and silver tones "
U73,https://media.ulta.com/i/ulta/2521676?w=78&h=78&fmt=auto,Nexxus Keraphix Keraphix with ProteinFusion Shampoo: POWERFUL PROTEIN INFUSION: Visibly heal signs of hair damage with Nexxus Keraphix Shampoo for Damaged Hair. The first step of Nexxus’ keratin hair treatment that brings the salon experience home,,"SMOOTHING KERATIN SHAMPOO reaches into the hair fiber to help repair from within. Continued use enables the keratin to increase hair's resilience, leaving you with silky and luminous hair, KERATIN TREATMENT INFUSED WITH PROTEINFUSION: Inspired by Nexxus New York City salon, Nexxus shampoo with Keratin Protein and Black Rice is your new weapon to heal signs of damaged hair, SALON-CRAFTED HAIR CARE: Take the first step to rejuvenated hair with our hair repair treatment for damaged hair. Nexxus Shampoo helps replenish and repair hair, leaving it revitalized and cleansed, THE SCIENCE OF PROTEIN: Nexxus knows hair structure consists of up to 90% protein, so Nexxus scientists use leading-edge research called Proteomics to create its revitalizing hair treatment, NEXXUS HAIR CARE PRODUCTS: Looking for the best shampoo and conditioner for hair repair? Nexxus Keraphix line of keratin shampoo and conditioner, plus our hair mask, restores your hair after one use "
U74,https://media.ulta.com/i/ulta/2622994?w=78&h=78&fmt=auto,"UNITE Hair's 7SECONDS Shampoo cleanses, hydrates and protects all hair types from UV/thermal damage. Plus, replenishes, strengthens and adds shine to hair.",,"Gently cleanses & replenishes, Adds weightless moisture, Restores shine, Locks in color, Provides UV/thermal protection, Safe for extensions & chemically-treated hair, Signature fresh scent, Daily use for all hair types, Best for Heat Styling - Sulfate Free Shampoos, 2023, Oprah Daily "
U75,https://media.ulta.com/i/ulta/2592296?w=78&h=78&fmt=auto,"Kitsch Castor Oil Nourishing Shampoo Bar increases hair follicle health and decreases the chance of breakage. Adds essential moisture back into the hair, for less damage, breakage, and hair loss over time. Scented with therapeutic essential oils that transform any shower into a relaxing experience.",,"Castor Oil Nourishing Shampoo Bar cleans your hair while replenishing essential moisture back into your strands for smooth, silky results, Moisturizing castor oil hydrates and soothes your locks, increasing follicle health and decreasing the chance of breakage, damage, and hair loss, Castor oil helps to promote blood flow to the scalp, promoting hair growth and reducing scalp irritation, Castor oil does not strip or dry your hair, so you can have a wash day with confidence, 1 bar is estimated to last 100 washes, which will save two bottles of liquid shampoo or conditioner, Natural silicone alternatives that smooths and adds shine without buildup "
U76,https://media.ulta.com/i/ulta/2614275?w=78&h=78&fmt=auto,"Biolage Bond Therapy Sulfate-Free Shampoo for overprocessed, damaged hair gently cleanses and builds bonds from the inside out.","Vegan, Clean Ingredients, Cruelty Free, Sustainable Packaging Brand","Infused with coconut oil and citric acid, Bond Therapy nourishes hair and reinforces weak bonds leaving hair stronger, softer, and intensely conditioned without feeling weighed down, For medium to coarse hair, pair shampoo with Bond Therapy Conditioner for 3x less breakage and 16x more conditioned hair, For very fine to fine hair, pair shampoo with Bond Therapy Conditioning Foam for 10x stronger hair and 11x better detangling "
U77,https://media.ulta.com/i/ulta/2288433?w=78&h=78&fmt=auto,"Take your hair from flat to fab with Batiste Travel Size Dry Shampoo. Our waterless formula targets excess oil, dirt, and grease at the roots. Batiste Dry Shampoo instantly makes your hair feel clean, fresh, with added body and texture.",Sustainable Packaging Brand,"Use between washes to instantly refresh your hair, no water required, This waterless formula absorbs dirt and grease to revitalize dull and lifeless hair - now with keratin!, Removes oils for added texture and volume "
